link,title
#cite_note-efp104-133,118
/wiki/Furious_7,Velozes e Furiosos 7
#cite_note-135,120
/wiki/The_Incredibles_2,Os Incríveis 2
#cite_note-136,121
/wiki/Capit%C3%A3o_Am%C3%A9rica:_Guerra_Civil,Capitão América: Guerra Civil
#cite_note-137,122
/wiki/A_Saga_Crep%C3%BAsculo:_Amanhecer_-_Parte_2,A Saga Crepúsculo: Amanhecer - Parte 2
#cite_note-138,123
/wiki/E.T._-_O_Extraterrestre,E.T. - O Extraterrestre
#cite_note-efp104-133,118
/wiki/Minha_M%C3%A3e_%C3%89_Uma_Pe%C3%A7a_2,Minha Mãe É Uma Peça 2
#cite_note-mae-139,124
/wiki/A_Era_do_Gelo_3,A Era do Gelo 3
#cite_note-abril2012-140,125
/wiki/Avatar_(filme),Avatar
#cite_note-abril2011-141,126
/wiki/Despicable_Me_3,Meu Malvado Favorito 3
#cite_note-142,127
/wiki/Minions_(filme),Minions
#cite_note-143,128
/wiki/A_Era_do_Gelo_4,A Era do Gelo 4
#cite_note-144,129
/wiki/Liga_da_Justi%C3%A7a_(filme),Liga da Justiça
#cite_note-145,130
/wiki/Batman_v_Superman:_Dawn_of_Justice,Batman vs Superman: A Origem da Justiça
#cite_note-146,131
/wiki/The_Fate_of_the_Furious,Velozes e Furiosos 8
#cite_note-147,132
/wiki/Spider-Man_(filme),Homem-Aranha
#cite_note-148,133
/wiki/Beauty_and_the_Beast_(2017),A Bela e a Fera
#cite_note-149,134
/wiki/Finding_Dory,Procurando Dory
#cite_note-150,135
/wiki/O_Exorcista,O Exorcista
#cite_note-efp104-133,118
/wiki/Esquadr%C3%A3o_Suicida_(filme),Esquadrão Suicida
#cite_note-151,136
/wiki/Homem_Aranha_2,Homem-Aranha 2
#cite_note-152,137
/wiki/Homem_de_Ferro_3,Homem de Ferro 3
#cite_note-153,138
/wiki/Black_Panther,Pantera Negra
#cite_note-154,139
/wiki/Shrek_Forever_After,Shrek para Sempre
#cite_note-abril2011-141,126
/wiki/The_Twilight_Saga:_Breaking_Dawn,A Saga Crepúsculo: Amanhecer - Parte 1
#cite_note-155,140
/wiki/King_Kong_(1976),King Kong
#cite_note-efp104-133,118
/wiki/Earthquake,Terremoto
#cite_note-efp104-133,118
/wiki/Mulher-Maravilha_(filme),Mulher-Maravilha
#cite_note-156,141
/wiki/Despicable_Me_2,Meu Malvado Favorito 2
#cite_note-157,142
/wiki/The_Passion_of_the_Christ,A Paixão de Cristo
#cite_note-abril2010-158,143
/wiki/Star_Wars:_O_Despertar_da_For%C3%A7a,Star Wars: O Despertar da Força
#cite_note-159,144
/wiki/Spider-Man:_Homecoming,Homem-Aranha: De Volta ao Lar
#cite_note-160,145
/wiki/Fifty_Shades_of_Grey_(filme),Cinquenta Tons de Cinza
#cite_note-161,146
/wiki/Wonder_(filme),Extraordinário
#cite_note-162,147
/wiki/A_Dama_do_Lota%C3%A7%C3%A3o_(filme),A Dama do Lotação
#cite_note-ancine2011-131,116
/wiki/Logan_(filme),Logan
#cite_note-163,148
/wiki/Thor:_Ragnarok,Thor: Ragnarok
#cite_note-164,149
/wiki/Saturday_Night_Fever,Os Embalos de Sábado à Noite
#cite_note-efp104-133,118
/wiki/Jurassic_World,Jurassic World - O Mundo dos Dinossauros
#cite_note-165,150
/wiki/The_Fault_in_Our_Stars_(filme),A Culpa é das Estrelas
#cite_note-166,151
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&veaction=edit&section=6,editar
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&action=edit&section=6,editar código-fonte
/wiki/Titanic_(1997),Titanic
/wiki/1997,1997
#cite_note-167,152
#cite_note-ano-brasil-122,nota 14
/wiki/Real_(moeda),R$
/wiki/Avengers:_Infinity_War,Vingadores: Guerra Infinita
#cite_note-168,153
/wiki/Incredibles_2,Os Incríveis 2
#cite_note-169,154
/wiki/Black_Panther_(filme),Pantera Negra
#cite_note-170,155
/wiki/Avengers:_Age_of_Ultron,Vingadores: Era de Ultron
#cite_note-171,156
/wiki/Capit%C3%A3o_Am%C3%A9rica:_Guerra_Civil,Capitão América: Guerra Civil
/wiki/Furious_7,Velozes e Furiosos 7
/wiki/The_Fate_of_the_Furious,Velozes e Furiosos 8
/wiki/Liga_da_Justi%C3%A7a_(filme),Liga da Justiça
/wiki/Batman_v_Superman:_Dawn_of_Justice,Batman vs Superman: A Origem da Justiça
/wiki/Beauty_and_the_Beast_(2017),A Bela e a Fera
/wiki/Os_Vingadores_(2012),Os Vingadores
/wiki/Meu_Malvado_Favorito_3,Meu Malvado Favorito 3
/wiki/Minha_M%C3%A3e_%C3%89_Uma_Pe%C3%A7a_2,Minha Mãe É Uma Peça 2
/wiki/Nada_a_Perder_(filme),Nada a Perder
#cite_note-172,157
/wiki/Minions_(filme),Minions
/wiki/Esquadr%C3%A3o_Suicida_(filme),Esquadrão Suicida
/wiki/Os_Dez_Mandamentos_(filme_de_2016),Os Dez Mandamentos - O Filme
/wiki/Finding_Dory,Procurando Dory
/wiki/Star_Wars:_O_Despertar_da_For%C3%A7a,Star Wars: O Despertar da Força
/wiki/Mulher_Maravilha_(filme),Mulher-Maravilha
/wiki/Wonder_(filme),Extraordinário 
#cite_note-173,158
/wiki/Tropa_de_Elite_2,Tropa de Elite 2
/wiki/Spider-Man:_Homecoming,Homem-Aranha: De Volta ao Lar
/wiki/Avatar_(filme),Avatar
/wiki/Amanhecer:_Parte_2,A Saga Crepúsculo: Amanhecer - Parte 2
/wiki/Thor:_Ragnarok,Thor: Ragnarok
#cite_note-174,159
/wiki/Homem_de_Ferro_3,Homem de Ferro 3
/wiki/Ice_Age:_Continental_Drift,A Era do Gelo 4
/wiki/Logan_(filme),Logan
/wiki/Jurassic_World,Jurassic World - O Mundo dos Dinossauros
/wiki/Titanic_(1997),Titanic
#cite_note-175,nota 16
/wiki/Jurassic_World:_Fallen_Kingdom,Jurassic World: Reino Ameaçado
#cite_note-176,160
/wiki/Fifty_Shades_of_Grey_(filme),Cinquenta Tons de Cinza
/wiki/Deadpool_(filme),Deadpool
/wiki/Ice_Age:_Dawn_of_the_Dinosaurs,A Era do Gelo 3
/wiki/Despicable_Me_2,Meu Malvado Favorito 2
/wiki/Jumanji:_Welcome_to_the_Jungle,Jumanji: Bem-Vindo à Selva
#cite_note-177,161
/wiki/Hotel_Transylvania_3:_Summer_Vacation,Hotel Transilvânia 3: Férias Monstruosas
#cite_note-178,162
/wiki/Doutor_Estranho_(filme),Doutor Estranho
/wiki/The_Shack_(2017),A Cabana
/wiki/Maleficent,Malévola
/wiki/Deadpool_2,Deadpool 2
#cite_note-179,163
/wiki/Moana,Moana: Um Mar de Aventuras
/wiki/Ice_Age:_Collision_Course,A Era do Gelo: O Big Bang
/wiki/Shrek_para_Sempre,Shrek para Sempre
/wiki/The_Fault_in_Our_Stars_(filme),A Culpa é das Estrelas
/wiki/No%C3%A9_(filme),Noé
/wiki/Fifty_Shades_Freed_(filme), 50 Tons de Liberdade
#cite_note-180,164
/wiki/Guardi%C3%B5es_da_Gal%C3%A1xia_Vol._2,Guardiões da Galáxia Vol. 2
/wiki/X-Men:_Apocalipse,X-Men: Apocalipse
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&veaction=edit&section=7,editar
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&action=edit&section=7,editar código-fonte
/wiki/Lista_de_filmes_brasileiros_com_mais_de_um_milh%C3%A3o_de_espectadores,Lista de filmes brasileiros com mais de um milhão de espectadores
/wiki/Nada_a_Perder_(filme),Nada a Perder
#cite_note-10m-128,nota 15
#cite_note-181,165
/wiki/Os_Dez_Mandamentos_(filme_de_2016),Os Dez Mandamentos - O Filme
#cite_note-10m-128,nota 15
#cite_note-adorocinema1-130,115
/wiki/Tropa_de_Elite_2,Tropa de Elite 2: O Inimigo Agora é Outro
#cite_note-ancine2011-131,116
/wiki/Dona_Flor_e_Seus_Dois_Maridos_(1976),Dona Flor e Seus Dois Maridos
#cite_note-ancine2011-131,116
/wiki/Minha_M%C3%A3e_%C3%89_Uma_Pe%C3%A7a_2,Minha Mãe É Uma Peça 2
#cite_note-mae-139,124
/wiki/A_Dama_do_Lota%C3%A7%C3%A3o_(filme),A Dama do Lotação
#cite_note-ancine2011-131,116
/wiki/Se_Eu_Fosse_Voc%C3%AA_2,Se Eu Fosse Você 2
#cite_note-ancine2011-131,116
/wiki/O_Trapalh%C3%A3o_nas_Minas_do_Rei_Salom%C3%A3o,O Trapalhão nas Minas do Rei Salomão
#cite_note-ancine2011-131,116
"/wiki/L%C3%BAcio_Fl%C3%A1vio,_o_Passageiro_da_Agonia","Lúcio Flávio, o Passageiro da Agonia"
#cite_note-ancine2011-131,116
/wiki/2_Filhos_de_Francisco,2 Filhos de Francisco
#cite_note-ancine2011-131,116
/wiki/Os_Saltimbancos_Trapalh%C3%B5es,Os Saltimbancos Trapalhões
#cite_note-ancine2011-131,116
/wiki/Os_Trapalh%C3%B5es_na_Guerra_dos_Planetas,Os Trapalhões na Guerra dos Planetas
#cite_note-ancine2011-131,116
/wiki/Os_Trapalh%C3%B5es_na_Serra_Pelada,Os Trapalhões na Serra Pelada
#cite_note-ancine2011-131,116
/wiki/O_Cinderelo_Trapalh%C3%A3o,O Cinderelo Trapalhão
#cite_note-ancine2011-131,116
/wiki/De_Pernas_pro_Ar_2,De Pernas pro Ar 2
#cite_note-filmebcomédias-182,166
/wiki/O_Casamento_dos_Trapalh%C3%B5es,O Casamento dos Trapalhões
#cite_note-ancine2011-131,116
/wiki/Coisas_Er%C3%B3ticas,Coisas Eróticas
#cite_note-ancine2011-131,116
/wiki/Carandiru_(filme),Carandiru
#cite_note-ancine2011-131,116
/wiki/Os_Vagabundos_Trapalh%C3%B5es,Os Vagabundos Trapalhões
#cite_note-ancine2011-131,116
/wiki/Minha_M%C3%A3e_%C3%89_Uma_Pe%C3%A7a_-_O_Filme,Minha Mãe É Uma Peça - O Filme
#cite_note-183,167
/wiki/O_Trapalh%C3%A3o_no_Planalto_dos_Macacos,O Trapalhão no Planalto dos Macacos
#cite_note-ancine2011-131,116
"/wiki/Simbad,_o_Marujo_Trapalh%C3%A3o","Simbad, o Marujo Trapalhão"
#cite_note-ancine2011-131,116
/wiki/O_Rei_e_os_Trapalh%C3%B5es,O Rei e os Trapalhões
#cite_note-ancine2011-131,116
/wiki/Os_Tr%C3%AAs_Mosqueteiros_Trapalh%C3%B5es,Os Três Mosqueteiros Trapalhões
#cite_note-ancine2011-131,116
/wiki/O_Incr%C3%ADvel_Monstro_Trapalh%C3%A3o,O Incrível Monstro Trapalhão
#cite_note-ancine2011-131,116
/wiki/Lua_de_Cristal,Lua de Cristal
#cite_note-ancine2011-131,116
/wiki/Nosso_Lar_(filme),Nosso Lar
#cite_note-ancine2011-131,116
/wiki/A_Princesa_Xuxa_e_os_Trapalh%C3%B5es,A Princesa Xuxa e os Trapalhões
#cite_note-ancine2011-131,116
/wiki/At%C3%A9_que_a_Sorte_nos_Separe_2,Até que a Sorte nos Separe 2
#cite_note-184,168
/wiki/O_Cangaceiro_Trapalh%C3%A3o,O Cangaceiro Trapalhão
#cite_note-ancine2011-131,116
/wiki/Loucas_Pra_Casar,Loucas Pra Casar
#cite_note-185,169
/wiki/Se_Eu_Fosse_Voc%C3%AA,Se Eu Fosse Você
#cite_note-ancine2011-131,116
/wiki/Os_Trapalh%C3%B5es_e_o_Rei_do_Futebol,Os Trapalhões e o Rei do Futebol
#cite_note-ancine2011-131,116
/wiki/De_Pernas_pro_Ar_(2010),De Pernas pro Ar
#cite_note-ancine2012-186,170
/wiki/O_Jeca_Macumbeiro,O Jeca Macumbeiro
#cite_note-ancine2011-131,116
/wiki/Eu_Te_Amo_(filme),Eu Te Amo
#cite_note-ancine2011-131,116
/wiki/At%C3%A9_que_a_Sorte_nos_Separe,Até que a Sorte nos Separe
#cite_note-187,171
/wiki/Jeca_Contra_o_Capeta,Jeca Contra o Capeta
#cite_note-ancine2011-131,116
/wiki/Chico_Xavier_(filme),Chico Xavier
#cite_note-ancine2011-131,116
/wiki/O_Trapalh%C3%A3o_na_Ilha_do_Tesouro,O Trapalhão na Ilha do Tesouro
#cite_note-ancine2011-131,116
/wiki/Cidade_de_Deus_(filme),Cidade de Deus
#cite_note-ancine2011-131,116
/wiki/At%C3%A9_que_a_Sorte_nos_Separe_3,Até que a Sorte nos Separe 3
#cite_note-188,172
"/wiki/Jec%C3%A3o,_um_Fofoqueiro_no_C%C3%A9u","Jecão, um Fofoqueiro no Céu"
#cite_note-ancine2011-131,116
/wiki/Vai_Que_Cola_-_O_Filme,Vai Que Cola - O Filme
#cite_note-189,173
/wiki/Os_Trapalh%C3%B5es_na_Terra_dos_Monstros,Os Trapalhões na Terra dos Monstros
#cite_note-ancine2011-131,116
/wiki/Xica_da_Silva_(filme),Xica da Silva
#cite_note-ancine2011-131,116
/wiki/Lisbela_e_o_Prisioneiro,Lisbela e o Prisioneiro
#cite_note-ancine2011-131,116
/wiki/Meu_Passado_Me_Condena,Meu Passado Me Condena
#cite_note-190,174
/wiki/O_Menino_da_Porteira,O Menino da Porteira
#cite_note-ancine2011-131,116
/wiki/Aluga-Se_Mo%C3%A7as,Aluga-Se Moças
#cite_note-ancine2011-131,116
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&veaction=edit&section=8,editar
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&action=edit&section=8,editar código-fonte
/wiki/Portugal,Portugal
/wiki/Instituto_do_Cinema_e_Audiovisual,Instituto do Cinema e Audiovisual
#cite_note-191,175
#cite_note-todos-192,176
/wiki/Euro,euro
#cite_note-193,177
#cite_note-194,178
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&veaction=edit&section=9,editar
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&action=edit&section=9,editar código-fonte
/wiki/Avatar_(filme),Avatar
/wiki/Minions_(filme),Mínimos
/wiki/Mamma_Mia!_(filme),Mamma Mia!
/wiki/Furious_7,Velocidade Furiosa 7
/wiki/Shrek_the_Third,Shrek: O Terceiro
/wiki/Madagascar:_Escape_2_Africa,Madagáscar 2
/wiki/The_Fate_of_the_Furious,Velocidade Furiosa 8
/wiki/Shrek_2,Shrek 2
/wiki/A_Gaiola_Dourada,A Gaiola Dourada
/wiki/O_C%C3%B3digo_Da_Vinci_(filme),O Código Da Vinci
/wiki/Shrek_para_Sempre,Shrek para Sempre
/wiki/A_Paix%C3%A3o_de_Cristo,A Paixão de Cristo
/wiki/Madagascar_(filme),Madagáscar
/wiki/Ratatouille_(filme),Ratatui
/wiki/Ice_Age:_Dawn_of_the_Dinosaurs,A Idade do Gelo 3: Despertar dos Dinossauros
/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,Piratas das Caraíbas: O Cofre do Homem Morto
/wiki/Madagascar_3:_Europe%27s_Most_Wanted,Madagáscar 3
/wiki/A_Vida_Secreta_dos_Nossos_Bichos,A Vida Secreta dos Nossos Bichos
/wiki/O_P%C3%A1tio_das_Cantigas_(2015),O Pátio das Cantigas
/wiki/Incredibles_2,The Incredibles 2: Os Super-Heróis
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&veaction=edit&section=10,editar
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&action=edit&section=10,editar código-fonte
/wiki/O_P%C3%A1tio_das_Cantigas_(2015),O Pátio das Cantigas
/wiki/O_Crime_do_Padre_Amaro_(2005),O Crime do Padre Amaro
/wiki/7_Pecados_Rurais,7 Pecados Rurais
/wiki/Filme_da_Treta,Filme da Treta
/wiki/Balas_%26_Bolinhos_-_O_%C3%9Altimo_Cap%C3%ADtulo,Balas & Bolinhos - O Último Capítulo
/wiki/Morangos_com_A%C3%A7%C3%BAcar_-_O_Filme,Morangos com Açúcar - O Filme
/wiki/Call_Girl,Call Girl
/wiki/Corrup%C3%A7%C3%A3o_(2007),Corrupção
/wiki/Am%C3%A1lia_-_O_Filme,Amália - O Filme
/wiki/O_Le%C3%A3o_da_Estrela_(2015),O Leão da Estrela
/wiki/A_Can%C3%A7%C3%A3o_de_Lisboa_(2016),A Canção de Lisboa
/wiki/Uma_Aventura_na_Casa_Assombrada,Uma Aventura na Casa Assombrada
/wiki/Os_Maias_(filme),Os Maias
/wiki/Virados_do_Avesso,Virados do Avesso
/wiki/A_Bela_e_o_Paparazzo,A Bela e o Paparazzo
/wiki/Os_Gatos_n%C3%A3o_T%C3%AAm_Vertigens,Os Gatos não Têm Vertigens
/w/index.php?title=Second_Life_(filme)&action=edit&redlink=1,Second Life
/wiki/Contraluz,Contraluz
/wiki/O_Fim_da_Inoc%C3%AAncia,O Fim da Inocência
/wiki/Sorte_Nula,Sorte Nula
#cite_note-todos-192,176
#cite_note-195,179
/wiki/Tenta%C3%A7%C3%A3o_(filme),Tentação
/wiki/O_Lugar_do_Morto,O Lugar do Morto
/wiki/Ad%C3%A3o_e_Eva_(filme),Adão e Eva
/wiki/Zona_J_(filme),Zona J
/wiki/Jaime_(1999),Jaime
/w/index.php?title=Pesadelo_Cor-de-Rosa&action=edit&redlink=1,Pesadelo Cor-de-Rosa
/wiki/A_Vida_%C3%89_Bela%3F!,A Vida É Bela?!
"/wiki/Kilas,_o_Mau_da_Fita","Kilas, o Mau da Fita "
/wiki/Capit%C3%A3es_de_Abril,Capitães de Abril
"/wiki/Adeus,_Pai","Adeus, Pai"
/w/index.php?title=Os_Abismos_da_Meia-Noite&action=edit&redlink=1,Os Abismos da Meia-Noite
/wiki/Sem_Sombra_de_Pecado,Sem Sombra de Pecado
/wiki/Oxal%C3%A1_(filme),Oxalá
/wiki/O_Querido_Lil%C3%A1s,O Querido Lilás
/wiki/Inferno_(filme_portugu%C3%AAs_de_1999),Inferno
/w/index.php?title=A_Balada_da_Praia_dos_C%C3%A3es&action=edit&redlink=1,A Balada da Praia dos Cães
/wiki/Francisca_(filme),Francisca
/wiki/A_Selva_(2002),A Selva
"/wiki/Non,_ou_a_V%C3%A3_Gl%C3%B3ria_de_Mandar","Non, ou a Vã Glória de Mandar"
/wiki/Cr%C3%B3nica_dos_Bons_Malandros,Crónica dos Bons Malandros
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&veaction=edit&section=11,editar
/w/index.php?title=Lista_de_filmes_de_maior_bilheteria&action=edit&section=11,editar código-fonte
/wiki/Anima%C3%A7%C3%A3o#Animações_com_maiores_bilheterias_mundiais,Lista de filmes animados de maior bilheteria
/wiki/Lista_de_filmes_de_maior_bilheteria_na_China,Lista de filmes de maior bilheteria na China
#cite_ref-108,↑
#cite_note-107,107
#cite_ref-110,↑
#cite_note-109,108
#cite_ref-The_Force_Awakens_111-0,a
#cite_ref-The_Force_Awakens_111-1,b
#cite_ref-112,↑
/wiki/The_Exorcist,The Exorcist
#cite_ref-mcu_113-0,a
#cite_ref-mcu_113-1,b
#cite_ref-mcu_113-2,c
#cite_ref-mcu_113-3,d
#cite_ref-mcu_113-4,e
/wiki/Universal_Pictures,Universal Pictures
/wiki/Paramount_Pictures,Paramount Pictures
#cite_ref-114,↑
/wiki/20th_Century_Fox,20th Century Fox
/wiki/Warner_Bros._Pictures,Warner Bros. Pictures
#cite_ref-115,↑
/wiki/Eon,Eon
/wiki/United_Artists,United Artists
/wiki/MGM,MGM
/wiki/Casino_Royale_(1967),Casino Royale (1967)
/wiki/Never_Say_Never_Again,Never Say Never Again
/wiki/Columbia_Pictures,Columbia Pictures
/wiki/Warner_Bros.,Warner Bros.
#cite_ref-116,↑
/wiki/New_Line_Cinema,New Line Cinema
/wiki/Warner_Bros._Pictures,Warner Bros. Pictures
/wiki/MGM,MGM
#cite_ref-DW_117-0,a
#cite_ref-DW_117-1,b
/wiki/DreamWorks_Animation,DreamWorks Animation
/wiki/Paramount_Pictures,Paramount Pictures
/wiki/20th_Century_Fox,20th Century Fox
#cite_ref-118,↑
/wiki/Columbia_Pictures,Columbia Pictures
#cite_ref-119,↑
/wiki/Walt_Disney_Studios_Motion_Pictures,Walt Disney Studios Motion Pictures
#cite_ref-120,↑
/wiki/Walt_Disney_Studios_Motion_Pictures,Walt Disney Studios Motion Pictures
/wiki/20th_Century_Fox,20th Century Fox
#cite_ref-121,↑
/wiki/Walt_Disney_Studios_Motion_Pictures,Buena Vista International
#cite_ref-ano-brasil_122-0,a
#cite_ref-ano-brasil_122-1,b
#cite_ref-10m_128-0,a
#cite_ref-10m_128-1,b
#cite_ref-10m_128-2,c
#cite_ref-10m_128-3,d
/wiki/Record_Filmes,uma subsidiária
/wiki/Igreja_Universal_do_Reino_de_Deus,Igreja Universal do Reino de Deus
#cite_note-126,112
#cite_note-127,113
#cite_ref-175,↑
#cite_ref-1,↑
http://www.boxofficemojo.com/movies/?id=Avatar.htm,«Avatar (2009)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-2,↑
http://www.boxofficemojo.com/movies/?id=Titanic.htm,«Titanic (1997)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-3,↑
http://www.boxofficemojo.com/movies/?id=starwars7.htm,«Star Wars: The Force Awakens (2015)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-4,↑
http://www.boxofficemojo.com/movies/?id=marvel0518.htm,«Avengers: Infinity War»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-5,↑
http://www.boxofficemojo.com/movies/?id=jurassicpark4.htm,«Jurassic World (2015)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-6,↑
http://www.boxofficemojo.com/movies/?id=avengers11.htm,«Marvel's The Avengers (2012)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-vlz7_7-0,↑
http://www.boxofficemojo.com/movies/?id=fast7.htm,«Furious 7 (2015)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-mojo_8-0,↑
http://www.boxofficemojo.com/movies/?id=avengers2.htm,«Avengers: Age of Ultron (2015)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-9,↑
http://www.boxofficemojo.com/movies/?id=marvel2017b.htm,«Black Panther»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-hp72_10-0,↑
http://www.boxofficemojo.com/movies/?id=harrypotter72.htm,«Harry Potter and the Deathly Hallows Part 2 (2011)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-11,↑
http://www.boxofficemojo.com/movies/?id=starwars8.htm,«Star Wars: The Last Jedi»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-12,↑
http://www.boxofficemojo.com/movies/?id=jurassicworldsequel.htm,«Jurassic World: Fallen Kingdom»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-frozen_13-0,↑
http://boxofficemojo.com/movies/?id=frozen2013.htm,«Frozen (2013)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-14,↑
http://www.boxofficemojo.com/movies/?id=beautyandthebeast2017.htm,«Beauty and the Beast (2017)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-15,↑
http://www.boxofficemojo.com/movies/?id=theincredibles2.htm,«Incredibles 2»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-16,↑
http://www.boxofficemojo.com/movies/?id=furious8.htm,«The Fate of the Furious»
/wiki/Ajuda:Erros_nas_refer%C3%AAncias#deprecated_params,ajuda
#cite_ref-17,↑
http://www.boxofficemojo.com/movies/?id=ironman3.htm,«Iron Man 3 (2013)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-18,↑
http://www.boxofficemojo.com/movies/?id=minions.htm,«Minions (2015)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-19,↑
http://www.boxofficemojo.com/movies/?id=marvel2016.htm,«Captain America: Civil War (2016)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-20,↑
http://www.boxofficemojo.com/movies/?id=transformers3.htm,«Transformers: Dark of the Moon (2011)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-21,↑
http://www.boxofficemojo.com/movies/?id=returnoftheking.htm,«The Lord of the Rings: The Return of the King (2003)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-22,↑
http://www.boxofficemojo.com/movies/?id=bond23.htm,«Skyfall (2012)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-Box_Office_Mojo_23-0,↑
http://www.boxofficemojo.com/movies/?id=transformers4.htm,«Transformers: Age of Extinction (2014)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-24,↑
http://www.boxofficemojo.com/movies/?id=batman3.htm,«The Dark Knight Rises (2012)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-toy3_25-0,↑
http://www.boxofficemojo.com/movies/?id=toystory3.htm,«Toy Story 3 (2010)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-26,↑
http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean2.htm,«Pirates of the Caribbean: Dead Man's Chest (2006)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-27,↑
http://www.boxofficemojo.com/movies/?id=starwars2016.htm,«Rogue One: A Star Wars Story (2016)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-28,↑
http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean4.htm,«Pirates of the Caribbean: On Stranger Tides (2011)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-despicableme3_29-0,↑
http://www.boxofficemojo.com/movies/?id=despicableme3.htm,«Despicable Me 3»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-30,↑
http://www.boxofficemojo.com/movies/?id=jurassicpark.htm,«Jurassic Park (1993)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-osi_31-0,↑
http://www.boxofficemojo.com/movies/?id=pixar2015.htm,«Finding Dory (2016)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-32,↑
http://www.boxofficemojo.com/movies/?id=starwars.htm,«Star Wars Episode I: The Phantom Menace (1999)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-33,↑
http://www.boxofficemojo.com/movies/?id=aliceinwonderland10.htm,«Alice in Wonderland (2010)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-Zoo_34-0,↑
http://www.boxofficemojo.com/movies/?id=disney2016.htm,«Zootopia (2016)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-35,↑
http://boxofficemojo.com/movies/?id=hobbit.htm,«The Hobbit: An Unexpected Journey (2012)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-36,↑
http://www.boxofficemojo.com/movies/?id=darkknight.htm,«The Dark Knight (2008)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-37,↑
http://www.boxofficemojo.com/movies/?id=harrypotter.htm,«Harry Potter and the Sorcerer's Stone (2001)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-http_38-0,↑
http://www.boxofficemojo.com/movies/?page=main&id=despicableme3.htm,«Despicable Me 3 (2017)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-leao_39-0,↑
http://www.boxofficemojo.com/movies/?id=lionking.htm,«The Lion King (1994)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-tjb_40-0,↑
http://www.boxofficemojo.com/movies/?id=junglebook2015.htm,«The Jungle Book (2016)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-41,↑
http://www.boxofficemojo.com/movies/?id=piratesofthecaribbean3.htm,«Pirates of the Caribbean: At World's End (2007)»
/wiki/Box_Office_Mojo,Box Office Mojo
#cite_ref-42,↑
http://www.boxofficemojo.com/movies/?id=jumanji2016.htm,«Jumanji: Welcome to the Jungle»
/wiki/Box_Office_Mojo,Box Office Mojo
